domain,pricing_page_url,week_start,snapshot_date,snapshot_timestamp,pricing_type,price_shown,reason_code,archive_url
barandbench.com,https://www.barandbench.com/subscription,,,,,,no_snapshots_in_range,
archaeology.org,https://archaeology.org/subscribe,,,,,,no_snapshots_in_range,
architecturaldigest.com,https://www.architecturaldigest.com/v2/offers/arda01029?source=SITE_0_HCL_ARD_MAGSUBHOME_0_CAMPAIGN_ROTATION_2024_ZZ,,,,,,no_snapshots_in_range,
buffalonews.com,https://subscribe.buffalonews.com/subscribe/?Domain=buffalonews.com&SubscriberLevel=DOP,,,,,,no_snapshots_in_range,
bostonglobe.com,https://subscribe.bostonglobe.com//B1209,,,,,,no_snapshots_in_range,
br.tradingview.com,https://br.tradingview.com/pricing,,,,,,no_snapshots_in_range,
azcentral.com,https://subscribe.azcentral.com/offers,,,,,,no_snapshots_in_range,
ajc.com,https://www.ajc.com/start,,,,,,no_snapshots_in_range,
boston.com,https://www.boston.com,,,,,,no_snapshots_in_range,
arstechnica.com,https://arstechnica.com/subscribe,,,,,,no_snapshots_in_range,
caranddriver.com,https://store.caranddriver.com/car-and-driver-magazine-subscription.html?source=cdb_edit_subscribe_vanityurl,,,,,,no_snapshots_in_range,
bwoodtadka.com,https://bwoodtadka.com/membership-join,,,,,,no_snapshots_in_range,
channel3000.com,https://www.channel3000.com/madison-magazine/about-us/manage-subscriptions,,,,,,no_snapshots_in_range,
bigthink.com,https://bigthink.com/subscribe,,,,,,no_snapshots_in_range,
chicago.suntimes.com,https://subscribe.clarionledger.com/offers,,,,,,no_snapshots_in_range,
clarionledger.com,https://cm.clarionledger.com/about-your-subscription,,,,,,no_snapshots_in_range,
businesstoday.in,https://subscriptions.intoday.in/businesstoday?utm_source=website,,,,,,no_snapshots_in_range,
chicagotribune.com,https://subscription.chicagotribune.com/TemplateA?coupon=Promo%20Code,,,,,,no_snapshots_in_range,
businessinsider.com,https://www.businessinsider.com/subscription,,,,,,no_snapshots_in_range,
cincinnati.com,https://subscribe.cincinnati.com/offers,,,,,,no_snapshots_in_range,
cnn.com,https://www.cnn.com/subscription,,,,,,no_snapshots_in_range,
cleveland.com,https://www.cleveland.com:443/subscribe,,,,,,no_snapshots_in_range,
businesslive.co.za,https://www.businessday.co.za/checkout,,,,,,no_snapshots_in_range,
bbc.com,https://www.bbc.com/subscribe,,,,,,no_snapshots_in_range,
coingecko.com,https://www.coingecko.com/en/premium/pricing,,,,,,no_snapshots_in_range,
dailykos.com,https://www.dailykos.com/subscribe,,,,,,no_snapshots_in_range,
dailywire.com,https://get.dailywire.com,,,,,,no_snapshots_in_range,
afr.com,https://subscribe.afr.com,,,,,,no_snapshots_in_range,
dallasnews.com,https://www.dallasnews.com/subscribe/join,,,,,,no_snapshots_in_range,
deraktionaer.de,https://www.boersenmedien.de/magazine/deraktionaer/einzelausgaben/1,,,,,,no_snapshots_in_range,
deseret.com,https://pages.deseret.com/subscribe,,,,,,no_snapshots_in_range,
desertsun.com,https://subscribe.desertsun.com/offers,,,,,,no_snapshots_in_range,
detroitnews.com,https://subscribe.detroitnews.com/offers,,,,,,no_snapshots_in_range,
dp.ru,https://www.dp.ru/lk/newspaper,,,,,,no_snapshots_in_range,
echolive.ie,https://www.echolive.ie/subscribe,,,,,,no_snapshots_in_range,
dispatch.com,https://subscribe.dispatch.com/offers,,,,,,no_snapshots_in_range,
dailymail.co.uk,https://www.mailsubscriptions.co.uk/info/393633/get-more-from-the-daily-mail,,,,,,no_snapshots_in_range,
dailycaller.com,https://dailycaller.com/subscribe,,,,,,no_snapshots_in_range,
deccanchronicle.com,https://www.deccanchronicle.com/pricing,,,,,,no_snapshots_in_range,
cyclingnews.com,https://www.cyclingnews.com/subscription,,,,,,no_snapshots_in_range,
elle.com,https://shop.elle.com/elle-all-access-membership-1.html?source=elm_edit_subscribe_vanityurl,,,,,,no_snapshots_in_range,
eliteprospects.com,https://www.eliteprospects.com/pricing,,,,,,no_snapshots_in_range,
entrepreneur.com,https://subscription.entrepreneur.com/pubs/EN/ENT/ENT-Self_US-CAN-INT_New2025.jsp?cds_page_id=282945&cds_mag_code=ENT&id=1770244196630&lsid=60351629564011637&vid=2,,,,,,no_snapshots_in_range,
equitymaster.com,https://www.equitymaster.com/premium-subscriptions,,,,,,no_snapshots_in_range,
diepresse.com,https://abo.diepresse.com/produkt/epe0300_swa_ka_ab_digital_2/?utm_source=toc&utm_campaign=upselling&utm_medium=link,,,,,,no_snapshots_in_range,
es.tradingview.com,https://es.tradingview.com/pricing,,,,,,no_snapshots_in_range,
esquire.com,https://shop.esquire.com/esquire-premium-membership.html,,,,,,no_snapshots_in_range,
eurogamer.de,https://www.eurogamer.de/subscribe,,,,,,no_snapshots_in_range,
floridatoday.com,https://subscribe.floridatoday.com/offers,,,,,,no_snapshots_in_range,
faz.net,https://www.faz.net/aktuell,,,,,,no_snapshots_in_range,
edition.cnn.com,https://edition.cnn.com/subscription,,,,,,no_snapshots_in_range,
fool.com,https://www.fool.com/order/fe_offers/wf/0b8d3322-ff9d-4c64-903c-e31a7b5fbd3c?c=sa-inv-btr&source=esasmimu0210001&testId=sa-bbn-social&cellId=2&campaign=sa-bbn-evergreen&source_system_name=fool_splitter,,,,,,no_snapshots_in_range,
forbes.com,https://account.forbes.com/membership,,,,,,no_snapshots_in_range,
fortune.com,https://fortune.com/subscribe,,,,,,no_snapshots_in_range,
eurogamer.pl,https://www.eurogamer.pl/subscribe,,,,,,no_snapshots_in_range,
expansion.com,https://www.expansion.com,,,,,,no_snapshots_in_range,
freep.com,https://subscribe.freep.com/offers,,,,,,no_snapshots_in_range,
ft.com,https://subs.ft.com/viewsubscriptions,,,,,,no_snapshots_in_range,
fr.tradingview.com,https://fr.tradingview.com/pricing,,,,,,no_snapshots_in_range,
fxstreet.com,https://www.fxstreet.com/subscriptions,,,,,,no_snapshots_in_range,
gq.com,https://www.gq.com/v2/offers/gqa01035?source=SITE_0_CDS_GQM_GLOBAL_HCL_0_CIRCULES_REDIRECT_ZZ,,,,,,no_snapshots_in_range,
fangraphs.com,https://www.fangraphs.com/subscribe,,,,,,no_snapshots_in_range,
dorsetecho.co.uk,https://www.dorsetecho.co.uk/subscribe,,,,,,no_snapshots_in_range,
heraldtribune.com,https://subscribe.heraldtribune.com/offers?gps-source=CPTOPNAVBAR&itm_campaign=2024MODV3&itm_medium=ONSITE&success-url=https://www.heraldtribune.com/&itm_content=bluebutton,,,,,,no_snapshots_in_range,
hollywoodreporter.com,https://subscriptions.hollywoodreporter.com/site/thr-subscribe,,,,,,no_snapshots_in_range,
harpersbazaar.com,https://store.harpersbazaar.com/harper-s-bazaar-magazine.html?source=har_edit_subscribe_vanityurl&utm_source=vanity&utm_medium=offline&utm_campaign=edletter_organic_social,,,,,,no_snapshots_in_range,
hellomagazine.com,https://www.hellomagazine.com/subscribe,,,,,,no_snapshots_in_range,
grimsbytelegraph.co.uk,https://www.reachsubs.co.uk/GBT,,,,,,no_snapshots_in_range,
indianexpress.com,https://indianexpress.com/subscriptions,,,,,,no_snapshots_in_range,
iex.nl,https://premium.iex.nl/?utm_campaign=always_on&utm_medium=paywall&utm_source=home&utm_content=word_abonnee_main,,,,,,no_snapshots_in_range,
hulldailymail.co.uk,https://www.reachsubs.co.uk/HDF,,,,,,no_snapshots_in_range,
homesandgardens.com,https://subscribe.arcade.homesandgardens.com/us/homes-and-gardens-subscription/dp/20a97aae,,,,,,no_snapshots_in_range,
indiatoday.in,https://subscriptions.intoday.in/indiatoday?utm_source=gwebsite,,,,,,no_snapshots_in_range,
inquirer.com,https://www.inquirer.com:443/subscribe,,,,,,no_snapshots_in_range,
jamaicaobserver.com,https://www.jamaicaobserver.com/purchases,,,,,,no_snapshots_in_range,
irishtimes.com,https://www.irishtimes.com/subscribe/us/sale,,,,,,no_snapshots_in_range,
journalstar.com,https://subscribe.journalstar.com/subscribe/?Domain=journalstar.com,,,,,,no_snapshots_in_range,
kr.tradingview.com,https://kr.tradingview.com/pricing,,,,,,no_snapshots_in_range,
khaleejtimes.com,https://subscriptions.khaleejtimes.com/home/subscription,,,,,,no_snapshots_in_range,
jsonline.com,https://subscribe.jsonline.com/offers,,,,,,no_snapshots_in_range,
letsrun.com,https://www.letsrun.com/subscribe,,,,,,no_snapshots_in_range,
lebanon24.com,https://www.lebanon24.com/subscribe,,,,,,no_snapshots_in_range,
interestingengineering.com,https://interestingengineering.com/subscribe,,,,,,no_snapshots_in_range,
dailystar.co.uk,https://www.reachsubs.co.uk/pc/STA,,,,,,no_snapshots_in_range,
mainichi.jp,https://mainichi.jp/info/subscribe,,,,,,no_snapshots_in_range,
masslive.com,https://www.masslive.com:443/subscribe,,,,,,no_snapshots_in_range,
jp.tradingview.com,https://jp.tradingview.com/pricing,,,,,,no_snapshots_in_range,
in.tradingview.com,https://in.tradingview.com/pricing,,,,,,no_snapshots_in_range,
myfinal11.in,https://myfinal11.in/subscription,,,,,,no_snapshots_in_range,
mlive.com,https://www.mlive.com:443/subscribe,,,,,,no_snapshots_in_range,
naplesnews.com,https://subscribe.naplesnews.com/offers,,,,,,no_snapshots_in_range,
indystar.com,https://subscribe.indystar.com/offers,,,,,,no_snapshots_in_range,
nbc-2.com,https://www.gulfcoastnewsnow.com/subscribe,,,,,,no_snapshots_in_range,
newatlas.com,https://newatlas.com/subscribe,,,,,,no_snapshots_in_range,
news-press.com,https://subscribe.news-press.com/offers,,,,,,no_snapshots_in_range,
newsnow.co.uk,https://www.newsnow.co.uk/subscribe?utm_source=newsnow&utm_campaign=domains&utm_medium=web&utm_content=newsnow.co.uk,,,,,,no_snapshots_in_range,
nationalgeographic.com,https://www.nationalgeographic.com/subscribe/magazines?cmpid=int_org=ngp::int_mc=website::int_src=ngp::int_cmp=subs_ngm::int_add=navsubscribe_us,,,,,,no_snapshots_in_range,
manilatimes.net,https://www.manilatimes.net/subscribe,,,,,,no_snapshots_in_range,
newyorker.com,https://www.newyorker.com/v2/offers/tnya01034?source=Site_0_HCL_NYR_MAGSUBHOME_0_CAMPAIGN_ROTATION_2024_ZZ&cds_page_id=279670&cds_mag_code=NYR,,,,,,no_snapshots_in_range,
northjersey.com,https://subscribe.northjersey.com/offers,,,,,,no_snapshots_in_range,
mercurynews.com,https://checkout.mercurynews.com/Subscriptionmultiproduct7?g2i_source=nav&g2i_medium=link&g2i_campaign=nav,,,,,,no_snapshots_in_range,
newsnow.com,https://www.newsnow.com/subscribe?utm_source=newsnow&utm_campaign=domains&utm_medium=web&utm_content=newsnow.com,,,,,,no_snapshots_in_range,
nfl.com,https://id.nfl.com/select-subscription?p=gc-al-dt-al&campaign=nfl-np-iw-po-2065677,,,,,,no_snapshots_in_range,
nwitimes.com,https://subscribe.nwitimes.com/subscribe/?Domain=nwitimes.com&SubscriberLevel=DOP,,,,,,no_snapshots_in_range,
nydailynews.com,https://subscription.nydailynews.com/TemplateA?coupon=Promo%20Code,,,,,,no_snapshots_in_range,
odt.co.nz,https://www.odt.co.nz/subscribe-now,,,,,,no_snapshots_in_range,
nzherald.co.nz,https://www.nzherald.co.nz/my-account/subscription/offers,,,,,,no_snapshots_in_range,
on3.com,https://www.on3.com/join,,,,,,no_snapshots_in_range,
oregonlive.com,https://www.oregonlive.com:443/subscribe,,,,,,no_snapshots_in_range,
omaha.com,https://subscribe.omaha.com/subscribe/?Domain=omaha.com&SubscriberLevel=DOP,,,,,,no_snapshots_in_range,
oprahdaily.com,https://membership.oprahdaily.com/oprah-daily-insider-membership-all-access-3499.html?cds_tracking_code=in_book_member_spotlight,,,,,,no_snapshots_in_range,
nola.com,https://www.nola.com/subscribe,,,,,,no_snapshots_in_range,
nj.com,https://www.nj.com:443/subscribe,,,,,,no_snapshots_in_range,
oreilly.com,https://www.oreilly.com/online-learning/pricing.html,,,,,,no_snapshots_in_range,
oxfordmail.co.uk,https://www.oxfordmail.co.uk/subscribe,,,,,,no_snapshots_in_range,
orlandosentinel.com,https://mktops.orlandosentinel.com/subscriptions/land-premium/?market=os&source=manage&g2i_source=MC&g2i_medium=manage_member_center&g2i_campaign=seo,,,,,,no_snapshots_in_range,
palmbeachpost.com,https://subscribe.palmbeachpost.com/offers,,,,,,no_snapshots_in_range,
nypost.com,https://nypost.com/account/subscribe,,,,,,no_snapshots_in_range,
pjmedia.com,https://pjmedia.com/subscribe,,,,,,no_snapshots_in_range,
perthnow.com.au,https://subscriber.thewest.com.au/#packages,,,,,,no_snapshots_in_range,
people.com,https://www.magazines.com/people-magazine.html?utm_source=people.com&utm_medium=owned&utm_campaign=ppl_dig_newsroom_subscriptions,,,,,,no_snapshots_in_range,
prevention.com,https://membership.prevention.com,,,,,,no_snapshots_in_range,
pressreader.com,https://www.pressreader.com/subscribe,,,,,,no_snapshots_in_range,
realsimple.com,https://www.magazines.com/real-simple-magazine.html?utm_source=engage&utm_medium=internal&utm_campaign=rsp_care_crumb,,,,,,no_snapshots_in_range,
outsideonline.com,https://www.outsideonline.com/outsideplus-usss/?scope=anon,,,,,,no_snapshots_in_range,
pennlive.com,https://www.pennlive.com:443/subscribe,,,,,,no_snapshots_in_range,
rollingstone.com,https://www.rollingstone.com/subscribe,,,,,,no_snapshots_in_range,
roadandtrack.com,https://shop.roadandtrack.com/road-track-all-access-membership-2.html?cds_tracking_code=rttopnav&_gl=1*1l9y651*_gcl_au*MTEzNTAxMjg2MS4xNzcwMjYzNTYw*_ga*MTM2OTgyNTAyMS4xNzcwMjYzNTUx*_ga_P188K0T812*czE3NzAyNjM1NTEkbzEkZzEkdDE3NzAyNjM2NzAkajYwJGwwJGgw*_fplc*ZU5wemxsaGc3THVqbFpDeHdlbVNSZmp2cjZsTlJNRzJkVWRDcE1LaiUyQjhLQ3c3RDlkVHlTWkFBeEZRZTdxY01rWnRyRFFCT1huWk9QWlBPb2ZjckxlYkQ0a0I0SGxwQXVCNkUlMkJBQTdxSVVoeER4USUyQmtobjgzNjNqOUowZlJRJTNEJTNE,,,,,,no_snapshots_in_range,
ru.tradingview.com,https://ru.tradingview.com/pricing,,,,,,no_snapshots_in_range,
sandiegouniontribune.com,https://checkout.sandiegouniontribune.com,,,,,,no_snapshots_in_range,
schwarzwaelder-bote.de,https://www.schwarzwaelder-bote.de/staticcontent/schwarzwaelder_bote/aboverkauf/sb-produkte-uebersicht.html,,,,,,no_snapshots_in_range,
livelaw.in,https://www.livelaw.in/pricing,,,,,,no_snapshots_in_range,
seekingalpha.com,https://seekingalpha.com/subscriptions,,,,,,no_snapshots_in_range,
smh.com.au,https://subscribe.smh.com.au/?promote_channel=PR_SMHP_YDTKC&utm_source=SMHNewspaper&utm_medium=Print&utm_campaign=YDTKConversion,,,,,,no_snapshots_in_range,
scientificamerican.com,https://www.scientificamerican.com/getsciam/?utm_source=site&utm_medium=display&utm_term=homepage_button,,,,,,no_snapshots_in_range,
sportsline.com,https://www.sportsline.com/join,,,,,,no_snapshots_in_range,
southernliving.com,https://www.magazines.com/southern-living-magazine.html?utm_source=southernliving.com,,,,,,no_snapshots_in_range,
sueddeutsche.de,https://www.sueddeutsche.de,,,,,,no_snapshots_in_range,
snopes.com,https://www.snopes.com/support,,,,,,no_snapshots_in_range,
stltoday.com,https://subscriber.stltoday.com/cgi-bin/accept,,,,,,no_snapshots_in_range,
richmond.com,https://subscribe.richmond.com/subscribe/?Domain=richmond.com&SubscriberLevel=DOP,,,,,,no_snapshots_in_range,
premiumtimesng.com,https://members.premiumtimesng.com/subscriptions,,,,,,no_snapshots_in_range,
syracuse.com,https://www.syracuse.com:443/subscribe,,,,,,no_snapshots_in_range,
sundayworld.co.za,https://sundayworld.co.za/subscribe,,,,,,no_snapshots_in_range,
t3.com,https://www.t3.com/tech/cameras,,,,,,no_snapshots_in_range,
tampabay.com,https://subscribe.tampabay.com,,,,,,no_snapshots_in_range,
tbsnews.net,https://epaper.tbsnews.net/grab-your-subscription,,,,,,no_snapshots_in_range,
ewrc-results.com,https://ewrc-results.com/subscription,,,,,,no_snapshots_in_range,
th.tradingview.com,https://th.tradingview.com/pricing,,,,,,no_snapshots_in_range,
techadvisor.com,https://www.techadvisor.com/magazine,,,,,,no_snapshots_in_range,
thedailybeast.com,https://www.thedailybeast.com:443/membership,,,,,,no_snapshots_in_range,
theepochtimes.com,https://subscribe.theepochtimes.com/p/?page=digitalsub,,,,,,no_snapshots_in_range,
theage.com.au,https://subscribe.theage.com.au/?promote_channel=PR_AGEP_YDTKC&utm_source=TheAgeNewspaper&utm_medium=Print&utm_campaign=YDTKConversion,,,,,,no_snapshots_in_range,
rappler.com,https://www.rappler.com/plus,,,,,,no_snapshots_in_range,
theblaze.com,https://subscribe.blazemedia.com,,,,,,no_snapshots_in_range,
thenationalnews.com,https://www.thenationalnews.com:443/subscribe,,,,,,no_snapshots_in_range,
theglobeandmail.com,https://subscriptions.theglobeandmail.com/globe-products,,,,,,no_snapshots_in_range,
thestar.com.my,https://www.thestar.com.my/subscribe,,,,,,no_snapshots_in_range,
thetimes.co.uk,https://www.thetimes.com/subscribe,,,,,,no_snapshots_in_range,
thehindu.com,https://www.thehindu.com/subscription,,,,,,no_snapshots_in_range,
sun-sentinel.com,https://mktops.sun-sentinel.com/subscriptions/land-premium/?market=ss&source=manage&g2i_source=MC&g2i_medium=manage_member_center&g2i_campaign=seo,,,,,,no_snapshots_in_range,
time.com,https://get.time.com/pubs/MX/TIM/TIM_OrderPage_Alt_Payment_ApplePay_Test.jsp?cds_page_id=282545&cds_mag_code=TIM&id=1770244252404&lsid=60351630523053245&vid=1&utm_medium=t-site&utm_content=bau+feb+na+20260202+na+na+na&cds_response_key=IF3VSIT01&utm_source=default-subscribe-link&utm_campaign=consumermarketing+site-reg-paid+all,,,,,,no_snapshots_in_range,
tomshardware.com,https://www.tomshardware.com/subscription,,,,,,no_snapshots_in_range,
travelandleisure.com,https://www.magazines.com,,,,,,no_snapshots_in_range,
timesofmalta.com,https://timesofmalta.com/subscribe,,,,,,no_snapshots_in_range,
trinidadexpress.com,https://trinidadexpress.com/subscribe,,,,,,no_snapshots_in_range,
tulsaworld.com,https://subscribe.tulsaworld.com/subscribe/?Domain=tulsaworld.com&SubscriberLevel=DOP,,,,,,no_snapshots_in_range,
tribuneindia.com,https://www.tribuneindia.com:443/subscription,,,,,,no_snapshots_in_range,
tsn.ca,https://www.tsn.ca:443/subscribe,,,,,,no_snapshots_in_range,
thehindubusinessline.com,https://www.thehindubusinessline.com/subscription,,,,,,no_snapshots_in_range,
thestar.com,https://www.thestar.com/subscribe,,,,,,no_snapshots_in_range,
us.cnn.com,https://us.cnn.com/subscription,,,,,,no_snapshots_in_range,
vn.tradingview.com,https://vn.tradingview.com/pricing,,,,,,no_snapshots_in_range,
vogue.com,https://www.vogue.com/v2/offers/voga01070?source=SITE_0_VOG_HCL_MAGSUBHOME_SUBSCRIBE_LINK_FAILSAFE_0_CAMPAIGN_ROTATION_2024,,,,,,no_snapshots_in_range,
tradingview.com,https://www.tradingview.com/pricing,,,,,,no_snapshots_in_range,
tr.tradingview.com,https://tr.tradingview.com/pricing,,,,,,no_snapshots_in_range,
wired.com,https://www.wired.com/v2/offers/wira01032?source=site_0_WIR_MAGSUBHOME_SUBSCRIBE_LINK_ZZ,,,,,,no_snapshots_in_range,
weather.com,https://weather.com/subscribe,,,,,,no_snapshots_in_range,
walesonline.co.uk,https://www.walesonline.co.uk/subscribe,,,,,,no_snapshots_in_range,
womanandhome.com,https://www.womanandhome.com/travel,,,,,,no_snapshots_in_range,
theathletic.com,https://www.nytimes.com/subscription/athletic,,,,,,no_snapshots_in_range,
womansday.com,https://shop.womansday.com/woman-s-day-magazine.html?source=wdy_edit_subscribe_vanityurl&utm_source=vanity&utm_medium=offline&utm_campaign=edletter_organic_social,,,,,,no_snapshots_in_range,
vice.com,https://www.vice.com/en/membership,,,,,,no_snapshots_in_range,
usmagazine.com,https://order.usmagazine.com/I3YACELS,,,,,,no_snapshots_in_range,
eurogamer.pt,https://www.eurogamer.pt/subscribe,,,,,,no_snapshots_in_range,
